fips_code,State_name,County,Cases_7_day_count_change,cases_per_100K_7_day_count_change,new_cases_week_over_week_percent_change,percent_test_results_reported_positive_last_7_days,percent_test_results_reported_positive_last_7_days_7_day_count_change,total_test_results_reported_7_day_count_change,total_test_results_reported_7_day_count_change_per_100K,total_new_test_results_reported_week_over_week_percent_change,deaths_7_day_count_change,deaths_per_100K_7_day_count_change,new_deaths_week_over_week_percent_change,hotspot_history_last_14_days,numDaysDownward,population_density_2019,avg_hh_size,percent_uninsured_2019,poverty_rate_2019,percent_65_plus,percent_american_indian_ak_native,svi_rank,ccvi_score,aoc_continuum_status,report_date,case_death_start_date,case_death_end_date,testing_start_date,testing_end_date,hospital_data_collection_date,total_hospitals_reporting,admissions_covid_confirmed_last_7_days,admissions_covid_confirmed_7_day_rolling_average,admissions_covid_confirmed_last_7_days_per_100_beds,admissions_covid_confirmed_week_over_week_percent_change,percent_adult_inpatient_beds_used_confirmed_covid,percent_adult_inpatient_beds_used_confirmed_covid_week_over_week_absolute_change,hospitals_included_in_percent_adult_inpatient_beds_used_confirmed_covid,percent_adult_icu_beds_used_confirmed_covid,percent_adult_icu_beds_used_confirmed_covid_week_over_week_absolute_change,hospitals_included_in_percent_adult_icu_beds_used_confirmed_covid,cases_per_100k_14_day_count_change,percent_positive_14_day,school_composite,community_transmission_level,poverty_rate_2019_state_avg,percent_65_plus_state_avg,population_density_2019_state_avg,avg_hh_size_state_avg,percent_uninsured_2019_state_avg,population_density_2019_US_avg,avg_hh_size_US_avg,percent_uninsured_2019_US_avg,poverty_rate_2019_US_avg,percent_65_plus_US_avg,total_population_2019,Metro_status,NCHS_status,state_population,US_population,rucc_description
37149,North Carolina,Polk,0,0,-100,0,-1.02,51,246.09,-74.11,0,0,0,0,52,87.19,2.22,10,9.5,32.06,0.2,0.3825,0.6,LowBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,1,0,0,0,,0,0,1,0,0,1,24.13,0.8065,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,20724,Non-metro,Noncore,10488084,331996199,"Completely rural or less than 2,500 urban population, adjacent to a metro area"
37151,North Carolina,Randolph,39,27.15,-13.33,1.84,-0.15,1193,830.39,-12.02,0,0,0,0,64,183.64,2.53,13.6,15.8,18.14,0.4,0.6965,0.88,ModerateBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,1,3,0.43,5.08,2,0.0196,0,1,0,0,1,59.16,1.9223,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,143667,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37153,North Carolina,Richmond,17,37.92,30.77,2.77,0.32,506,1128.73,-11.54,0,0,0,0,12,94.64,2.36,12.6,24.1,18.25,2,0.9796,0.9,ModerateBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,1900-01-01,0,0,,,,,,0,,,0,78.07,2.5974,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,44829,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, not adjacent to a metro area"
37155,North Carolina,Robeson,55,42.11,-8.33,4.14,-0.11,918,702.78,-7.09,17,13.01,750,0,45,137.9,2.83,15,28.1,15.74,38.4,0.9911,0.99,ModerateBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,0,31,4.43,11.74,0.1923,,,0,,,0,80.38,4.1973,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,130625,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37157,North Carolina,Rockingham,15,16.48,-91.48,1.12,0.71,986,1083.4,1.34,8,8.79,0,5,0,160.9,2.41,10.2,18,20.87,0.5,0.7857,0.92,ModerateBurdenResolving,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,1,1,0.14,1.06,,0,0,1,0.0357,0.0179,1,282.39,0.7657,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,91010,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37159,North Carolina,Rowan,29,20.41,-51.67,3.47,-0.62,1355,953.63,-7.57,0,0,-100,0,53,277.8,2.59,12.2,16.5,17.86,0.2,0.8143,0.92,ModerateBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,2,3,0.43,1,-0.6667,0.0349,-0.0066,2,0.0969,0.0051,2,64.04,3.793,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,142088,Metro,Large fringe metro,10488084,331996199,Counties in metro areas of 1 million population or more
37161,North Carolina,Rutherford,4,5.97,-69.23,1.76,0.18,398,593.77,-21.5,0,0,-100,0,39,118.54,2.48,11.2,18,22.16,0.5,0.7551,0.85,LowBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,1,0,0,0,-1,0,-0.0057,1,0,0,1,23.87,1.6575,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,67029,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37163,North Carolina,Sampson,28,44.07,-33.33,5.23,3.06,363,571.37,-50.68,0,0,-100,0,0,67.18,2.66,15.5,24.1,18.32,1.7,0.9723,0.99,ModerateBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,1,6,0.86,8.96,1,0.0476,0.0136,1,0.0179,-0.1607,1,118.05,3.1847,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,63531,Non-metro,Noncore,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37165,North Carolina,Scotland,11,31.59,-15.38,2.94,0.53,272,781.09,-18.07,0,0,0,0,41,109.11,2.49,11.6,27.7,18.76,10.5,0.9936,0.99,ModerateBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,1,4,0.57,4.49,-0.2,0.0337,-0.0273,1,0.2083,-0.0417,1,77.53,2.649,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,34823,Non-metro,Micropolitan,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37167,North Carolina,Stanly,6,9.55,20,2.03,0.63,639,1017.42,-18.6,1,1.59,,0,56,158.95,2.49,10.5,14.3,19.3,0.3,0.6325,0.69,LowBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,1,0,0,0,-1,0,-0.0092,1,0.0143,-0.0429,1,17.51,1.6854,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,62806,Non-metro,Micropolitan,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37169,North Carolina,Stokes,13,28.51,-38.1,2.23,-2.83,314,688.73,-0.63,1,2.19,0,0,37,101.54,2.35,13,13.6,21.75,0.5,0.3067,0.52,ModerateBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,1,0,0,0,,0,0,1,,,0,74.58,3.6508,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,45591,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37171,North Carolina,Surry,5,6.97,-54.55,1.3,-1.02,537,748.09,13.05,0,0,-100,0,65,134.49,2.45,12.8,16.9,20.85,0.3,0.7258,0.94,LowBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,2,4,0.57,2.52,-0.5556,0.0216,-0.0081,2,0.0714,0.0238,2,23.68,1.7787,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,71783,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37173,North Carolina,Swain,1,7.01,,1.52,-0.86,66,462.48,-21.43,0,0,-100,0,53,27.04,2.57,21.5,17.3,19.64,25.6,0.7774,0.94,LowBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,2,0,0,0,,0,0,2,,,0,0,2,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,14271,Non-metro,Noncore,10488084,331996199,"Completely rural or less than 2,500 urban population, adjacent to a metro area"
37175,North Carolina,Transylvania,3,8.72,-50,1.56,0.38,128,372.26,-24.26,0,0,0,0,0,90.88,2.28,14.5,14.7,31.44,0.4,0.3975,0.58,LowBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,1,0,0,0,,0,0,1,0,0,1,26.17,1.3468,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,34385,Non-metro,Micropolitan,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37177,North Carolina,Tyrrell,0,0,-100,0,-2.86,24,597.61,-31.43,0,0,0,0,51,10.28,2.1,16.4,25.2,20.17,0.5,0.8764,0.98,LowBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,1900-01-01,0,0,,,,,,0,,,0,24.9,1.6949,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,4016,Non-metro,Micropolitan,10488084,331996199,"Completely rural or less than 2,500 urban population, not adjacent to a metro area"
37179,North Carolina,Union,31,12.92,-54.41,2.35,0.02,2040,850.5,-8.6,1,0.42,,0,55,379.09,2.99,9.4,8.9,13.02,0.3,0.1873,0.36,ModerateBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,1,2,0.29,1.16,1,0.0364,-0.0086,1,0.2468,0,1,43.36,2.3408,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,239859,Metro,Large fringe metro,10488084,331996199,Counties in metro areas of 1 million population or more
37181,North Carolina,Vance,5,11.23,150,0.58,-1.01,517,1160.88,17.5,1,2.25,,0,66,176.45,2.59,10.5,23.9,19.06,0.2,0.9787,0.98,ModerateBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,1,11,1.57,7.43,,0.0145,0.0135,1,0,0,1,17.96,1.0449,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,44535,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37183,North Carolina,Wake,132,11.87,-16.46,1.53,0.22,13858,1246.49,-9.99,2,0.18,100,0,63,1331.72,2.62,8.9,9.8,12.04,0.3,0.2774,0.27,ModerateBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,4,7,1,0.46,-0.4615,0.0228,0,4,0.0479,-0.0212,4,25.55,1.4152,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,1111761,Metro,Large central metro,10488084,331996199,Counties in metro areas of 1 million population or more
37185,North Carolina,Warren,2,10.14,0,0.39,-1.01,255,1292.38,-10.53,0,0,0,0,61,45.95,2.45,13.1,19.2,26.22,4.7,0.8943,0.87,ModerateBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,1900-01-01,0,0,,,,,,0,,,0,20.27,0.9259,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,19731,Non-metro,Noncore,10488084,331996199,"Completely rural or less than 2,500 urban population, adjacent to a metro area"
37187,North Carolina,Washington,3,25.91,-62.5,1.09,-0.55,367,3169.26,0.27,0,0,-100,0,20,33.42,2.37,11.9,23.5,25.32,0.1,0.8787,0.98,ModerateBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,1,1,0.14,6.25,,0.0714,-0.0179,1,,,0,103.63,1.3643,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,11580,Non-metro,Noncore,10488084,331996199,"Urban population of 2,500 to 19,999, not adjacent to a metro area"
37189,North Carolina,Watauga,37,65.86,37.04,1.37,-0.63,583,1037.79,-10.31,1,1.78,0,0,8,179.8,2.37,8.8,27.2,16.43,0.3,0.4121,0.24,ModerateBurdenResolving,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,1,0,0,0,-1,0,0,1,0,-0.0714,1,115.71,1.7032,Lowest risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,56177,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, not adjacent to a metro area"
37191,North Carolina,Wayne,26,21.12,-31.58,1.22,-0.88,1964,1595.05,5.65,0,0,0,0,37,222.29,2.51,13.2,21.4,16.89,0.2,0.9503,0.94,ModerateBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,1,6,0.86,2.33,-0.3333,0.0235,-0.0112,1,0.1345,-0.0336,1,50.35,1.6479,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,123131,Metro,Small metro,10488084,331996199,"Counties in metro areas of fewer than 250,000 population"
37193,North Carolina,Wilkes,20,29.23,-51.22,2.69,0.03,484,707.48,-44.11,0,0,-100,0,13,90.67,2.38,11.1,19.9,22.16,0.2,0.6924,0.93,ModerateBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,1,5,0.71,4.34,0,0.0582,0.0092,1,0.0727,-0.1237,1,95.01,2.6667,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,68412,Non-metro,Micropolitan,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37195,North Carolina,Wilson,33,40.34,135.71,3.85,1.04,519,634.47,-2.81,0,0,-100,0,52,222.56,2.48,12.8,21.5,18.75,0.3,0.936,0.9,ModerateBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,2021-06-23,0,2,0.29,1.56,-0.3333,,,0,,,0,53.79,3.3238,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,81801,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37197,North Carolina,Yadkin,8,21.24,60,1.07,-0.71,281,746.01,0,1,2.65,,0,38,112.46,2.42,12.2,15.3,20.47,0.2,0.6404,0.83,ModerateBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,1900-01-01,0,0,,,,,,0,,,0,37.17,1.4235,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,37667,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37199,North Carolina,Yancey,3,16.6,50,3.23,1.15,93,514.69,-3.13,0,0,0,0,41,57.8,2.37,12.5,19.2,26.26,0.4,0.5736,0.77,ModerateBurden,2021-06-25,2021-06-17,2021-06-23,2021-06-16,2021-06-22,1900-01-01,0,0,,,,,,0,,,0,33.21,2.6455,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,18069,Non-metro,Noncore,10488084,331996199,"Completely rural or less than 2,500 urban population, adjacent to a metro area"
37001,North Carolina,Alamance,46,27.14,-29.23,2.5,-0.56,1717,1012.93,-0.87,0,0,-100,0,23,400.31,2.43,11.9,16.8,17.13,0.2,0.7838,0.8,ModerateBurden,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,2021-06-24,1,0,0,0,-1,0,-0.0277,1,,,0,66.66,2.7834,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,169509,Metro,Small metro,10488084,331996199,"Counties in metro areas of fewer than 250,000 population"
37003,North Carolina,Alexander,4,10.67,-33.33,2.14,-1.38,280,746.73,-17.89,0,0,0,0,71,144.23,2.61,10.8,14.9,20.45,0.1,0.6341,0.82,ModerateBurden,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,1900-01-01,0,0,,,,,,0,,,0,26.67,2.8986,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,37497,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37005,North Carolina,Alleghany,6,53.87,50,2.17,-5.15,46,413.04,12.2,0,0,0,0,39,47.51,2.28,11.2,24.6,27.98,0.1,0.6268,0.82,ModerateBurden,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,2021-06-24,1,0,0,0,,0,0,1,,,0,62.85,4.5977,Lower risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,11137,Non-metro,Noncore,10488084,331996199,"Completely rural or less than 2,500 urban population, not adjacent to a metro area"
37007,North Carolina,Anson,8,32.73,33.33,3.79,-0.16,264,1079.93,-13.16,0,0,-100,0,39,46,2.47,12.2,19.8,19.35,0.3,0.9443,0.96,ModerateBurden,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,2021-06-24,1,0,0,0,,0,0,1,,,0,53.18,3.8732,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,24446,Non-metro,Noncore,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37009,North Carolina,Ashe,11,40.44,-15.38,2.38,0.52,168,617.58,-47.99,0,0,-100,0,9,64,2.23,11.9,18,26.65,0.3,0.4994,0.67,ModerateBurden,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,2021-06-24,1,1,0.14,3.7,0,0.0212,0.0159,1,,,0,91.9,2.0367,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,27203,Non-metro,Noncore,10488084,331996199,"Urban population of 2,500 to 19,999, not adjacent to a metro area"
37011,North Carolina,Avery,3,17.09,-40,0.71,-0.64,140,797.4,-5.41,0,0,-100,0,0,70.98,2.15,15,14.4,22.9,0.5,0.6446,0.6,ModerateBurden,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,2021-06-24,1,0,0,0,,0,0,1,,,0,51.26,1.0417,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,17557,Non-metro,Noncore,10488084,331996199,"Completely rural or less than 2,500 urban population, adjacent to a metro area"
37013,North Carolina,Beaufort,18,38.3,-28,2.16,-2.98,696,1481.04,49.04,2,4.26,0,0,25,56.48,2.42,10.4,19.2,24.55,0.1,0.7156,0.77,ModerateBurden,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,2021-06-24,1,1,0.14,1.59,-0.5,0.0295,0.0091,1,0.0909,-0.013,1,91.5,3.3534,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,46994,Non-metro,Micropolitan,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37015,North Carolina,Bertie,2,10.56,,1.45,0.68,138,728.35,6.15,1,5.28,,0,46,27.1,2.29,10.4,23,23.64,0.5,0.9385,0.98,ModerateBurden,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,2021-06-24,1,0,0,0,,0,0,1,,,0,5.28,1.1194,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,18947,Non-metro,Noncore,10488084,331996199,"Urban population of 2,500 to 19,999, not adjacent to a metro area"
37017,North Carolina,Bladen,52,158.91,26.83,15.84,6,221,675.39,14.51,1,3.06,,0,0,37.4,2.38,14,26,22.8,2.2,0.9446,0.99,EmergingHotspot,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,2021-06-24,1,3,0.43,11.11,2,0,0,1,0.1071,0.0357,1,253.65,13.0435,Highest risk of transmission in schools,high,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,32722,Non-metro,Noncore,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37019,North Carolina,Brunswick,21,14.7,90.91,1.51,0.28,596,417.31,-8.02,0,0,-100,0,64,168.18,2.32,11,12.9,32.63,0.3,0.3583,0.75,ModerateBurden,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,2021-06-24,2,0,0,0,,0,-0.0061,2,0,-0.0714,1,24.51,1.3666,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,142820,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37021,North Carolina,Buncombe,25,9.57,-24.24,1.97,0.24,1272,487,-28.94,1,0.38,,0,50,397.86,2.31,10.2,12.3,20.48,0.3,0.3799,0.26,LowBurden,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,2021-06-24,3,0,0,0,,0.0139,0,3,0.0201,-0.02,2,21.82,1.8289,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,261191,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37023,North Carolina,Burke,29,32.05,45,2.02,0.28,1532,1693.1,-4.9,2,2.21,,0,41,178.74,2.5,12.3,18.1,20.69,0.5,0.8487,0.87,ModerateBurden,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,2021-06-24,1,3,0.43,3.87,-0.25,0.0571,0,1,0.0536,-0.0089,1,54.15,1.8772,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,90485,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37025,North Carolina,Cabarrus,64,29.57,93.94,2.46,-0.05,2558,1181.78,-10.72,1,0.46,0,0,58,599.17,2.76,7.8,10.9,13.43,0.3,0.4175,0.58,ModerateBurden,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,2021-06-24,1,8,1.14,1.5,0.1429,0.0253,-0.0103,1,0.0484,-0.0339,1,42.5,2.4894,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,216453,Metro,Large fringe metro,10488084,331996199,Counties in metro areas of 1 million population or more
37027,North Carolina,Caldwell,30,36.51,100,2.72,1.02,662,805.57,-13.35,0,0,0,0,43,174.15,2.48,12.6,16.6,20.41,0.4,0.651,0.9,ModerateBurden,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,2021-06-24,1,0,0,0,-1,0.0331,-0.0157,1,0.0595,-0.1071,1,51.11,2.1739,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,82178,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37029,North Carolina,Camden,5,46.01,66.67,0,-18.92,31,285.27,-16.22,1,9.2,,0,22,45.22,2.71,8.1,11.2,16.87,0.1,0.307,0.62,ModerateBurden,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,1900-01-01,0,0,,,,,,0,,,0,82.82,10.2941,Higher risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,10867,Non-metro,Micropolitan,10488084,331996199,"Completely rural or less than 2,500 urban population, adjacent to a metro area"
37031,North Carolina,Carteret,18,25.91,200,4.6,1.58,326,469.25,-17.88,0,0,0,0,21,136.86,2.28,11.4,11.6,25.72,0.4,0.4255,0.63,ModerateBurden,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,2021-06-24,1,1,0.14,1.12,-0.75,0.0369,0.008,1,0.0714,0.0286,1,11.52,3.7344,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,69473,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37033,North Carolina,Caswell,2,8.85,-60,1.05,-1.62,190,840.56,1.6,0,0,0,0,0,53.14,2.38,9,19.6,22.14,0.1,0.836,0.91,LowBurden,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,1900-01-01,0,0,,,,,,0,,,0,35.39,1.8568,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,22604,Non-metro,Noncore,10488084,331996199,"Completely rural or less than 2,500 urban population, adjacent to a metro area"
37035,North Carolina,Catawba,13,8.15,-67.5,2.63,-0.68,1369,858.03,0.59,5,3.13,,0,44,397.51,2.52,10.8,13.2,18.27,0.2,0.6481,0.71,LowBurden,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,2021-06-24,2,7,1,1.73,-0.4167,0.027,0,2,0.0929,-0.0143,2,33.22,2.967,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,159551,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37037,North Carolina,Chatham,0,0,-100,1.24,-0.06,482,647.24,4.78,0,0,0,0,22,109.24,2.42,11.9,11.9,25.02,0.2,0.3809,0.58,LowBurden,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,2021-06-24,1,2,0.29,8,,0.0286,0.0229,1,0.1071,0.0714,1,4.03,1.2739,Lowest risk of transmission in schools,low,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,74470,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37039,North Carolina,Cherokee,4,13.98,-55.56,8.22,-8.45,73,255.14,10.61,3,10.49,,0,46,62.81,2.29,14,16.5,30.49,1.4,0.4869,0.66,ModerateBurden,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,2021-06-24,1,1,0.14,4,,0.04,0.0057,1,0,0,1,45.44,12.2302,Moderate risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,28612,Non-metro,Noncore,10488084,331996199,"Completely rural or less than 2,500 urban population, not adjacent to a metro area"
37041,North Carolina,Chowan,2,14.34,,1.94,-0.79,155,1111.67,40.91,3,21.52,,0,19,80.76,2.33,11.9,19.6,25.25,1.2,0.8118,0.91,ModerateBurden,2021-06-26,2021-06-18,2021-06-24,2021-06-17,2021-06-23,2021-06-24,1,0,0,0,,0,0,1,0,0,1,0,2.2642,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,13943,Non-metro,Noncore,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
